annotator	bunch	filename	mark	label	offset1	offset2	span
y	14	es-S1130-05582015000100004-1.ann	T2	MORFOLOGIA_NEOPLASIA	1327	1333	lipoma
y	14	es-S1130-05582015000100004-1.ann	T3	MORFOLOGIA_NEOPLASIA	710	717	fibroma
y	14	es-S1130-05582007000600006-1.ann	T5	MORFOLOGIA_NEOPLASIA	1266	1271	tumor
y	14	es-S1130-05582007000600006-1.ann	T6	MORFOLOGIA_NEOPLASIA	1248	1253	tumor
y	14	es-S1130-05582013000400005-1.ann	T1	MORFOLOGIA_NEOPLASIA	1911	1919	melanoma
y	14	es-S1130-05582013000400005-1.ann	T3	MORFOLOGIA_NEOPLASIA	1815	1831	melanoma in situ
y	14	es-S1130-05582013000400005-1.ann	T4	MORFOLOGIA_NEOPLASIA	1762	1770	melanoma
y	14	es-S1130-05582013000400005-1.ann	T7	MORFOLOGIA_NEOPLASIA	289	305	melanoma nodular
y	14	es-S1130-05582013000400005-1.ann	T16	MORFOLOGIA_NEOPLASIA	289	297	melanoma
y	14	es-S1130-05582013000400005-1.ann	T17	MORFOLOGIA_NEOPLASIA	365	370	tumor
y	14	es-S1130-05582011000300005-1.ann	T2	MORFOLOGIA_NEOPLASIA	1460	1478	carcinoma escamoso
y	14	es-S1130-05582011000300005-1.ann	T3	MORFOLOGIA_NEOPLASIA	1446	1478	metástasis de carcinoma escamoso
y	14	es-S1130-05582011000300005-1.ann	T5	MORFOLOGIA_NEOPLASIA	517	526	carcinoma
y	14	es-S1130-05582011000300005-1.ann	T10	MORFOLOGIA_NEOPLASIA	565	572	Tumores
y	14	es-S1130-05582011000300005-1.ann	T11	MORFOLOGIA_NEOPLASIA	1446	1456	metástasis
y	14	es-S1130-05582011000300005-1.ann	T12	MORFOLOGIA_NEOPLASIA	1460	1469	carcinoma
y	14	es-S1130-05582011000300005-1.ann	T14	MORFOLOGIA_NEOPLASIA	1446	1469	metástasis de carcinoma
y	14	es-S1130-05582010000100007-1.ann	T2	MORFOLOGIA_NEOPLASIA	1479	1493	leiomiosarcoma
y	14	es-S1130-05582010000100007-1.ann	T3	MORFOLOGIA_NEOPLASIA	570	589	sarcoma epitelioide
y	14	es-S1130-05582010000100007-1.ann	T4	MORFOLOGIA_NEOPLASIA	1167	1186	sarcoma epitelioide
y	14	es-S1130-05582010000100007-1.ann	T5	MORFOLOGIA_NEOPLASIA	1137	1164	carcinoma pseudosarcomatoso
y	14	es-S1130-05582010000100007-1.ann	T8	MORFOLOGIA_NEOPLASIA	540	567	carcinoma pseudosarcomatoso
y	14	es-S1130-05582010000100007-1.ann	T9	MORFOLOGIA_NEOPLASIA	286	291	tumor
y	14	es-S1130-05582010000100007-1.ann	T20	MORFOLOGIA_NEOPLASIA	626	636	metástasis
y	14	es-S1130-05582010000100007-1.ann	T21	MORFOLOGIA_NEOPLASIA	570	577	sarcoma
y	14	es-S1130-05582010000100007-1.ann	T22	MORFOLOGIA_NEOPLASIA	1167	1174	sarcoma
y	14	es-S1130-05582010000100007-1.ann	T23	MORFOLOGIA_NEOPLASIA	540	549	carcinoma
y	14	es-S1130-05582010000100007-1.ann	T24	MORFOLOGIA_NEOPLASIA	1137	1146	carcinoma
y	14	es-S1130-05582008000400004-5.ann	T1	MORFOLOGIA_NEOPLASIA	834	841	adenoma
y	14	es-S1130-05582008000400004-5.ann	T3	MORFOLOGIA_NEOPLASIA	720	740	fibromas osificantes
y	14	es-S1130-05582008000400004-5.ann	T5	MORFOLOGIA_NEOPLASIA	583	590	adenoma
y	14	es-S1130-05582008000400004-5.ann	T8	MORFOLOGIA_NEOPLASIA	310	317	adenoma
y	14	es-S1130-05582008000400004-5.ann	T15	MORFOLOGIA_NEOPLASIA	720	728	fibromas
y	14	es-S1130-05582008000400004-5.ann	T16	MORFOLOGIA_NEOPLASIA	178	185	tumores
y	14	es-S1130-05582008000400004-5.ann	T17	MORFOLOGIA_NEOPLASIA	925	932	tumores
y	14	es-S1130-05582009000500007-1.ann	T1	MORFOLOGIA_NEOPLASIA	3626	3653	Fibroodontoma Ameloblástico
y	14	es-S1130-05582009000500007-1.ann	T2	MORFOLOGIA_NEOPLASIA	2666	2674	odontoma
y	14	es-S1130-05582009000500007-1.ann	T3	MORFOLOGIA_NEOPLASIA	1917	1958	tumor odontogénico epitelial calcificante
y	14	es-S1130-05582009000500007-1.ann	T4	MORFOLOGIA_NEOPLASIA	1888	1915	fibroodontoma ameloblástico
y	14	es-S1130-05582009000500007-1.ann	T5	MORFOLOGIA_NEOPLASIA	1860	1877	odontoma complejo
y	14	es-S1130-05582010000200006-1.ann	T1	MORFOLOGIA_NEOPLASIA	1322	1335	ameloblastoma
y	14	es-S1130-05582010000200006-1.ann	T2	MORFOLOGIA_NEOPLASIA	811	829	tumor odontogénico
y	14	es-S1130-05582010000200005-1.ann	T2	MORFOLOGIA_NEOPLASIA	2320	2339	mixoma odontogénico
y	14	es-S1130-05582010000200005-1.ann	T5	MORFOLOGIA_NEOPLASIA	1310	1329	mixoma odontogénico
y	14	es-S1130-05582008000500009-1.ann	T13	MORFOLOGIA_NEOPLASIA	152	182	carcinoma de células escamosas
y	14	es-S1130-05582008000500009-1.ann	T21	MORFOLOGIA_NEOPLASIA	152	161	carcinoma
y	5	es-S0210-56912007000900007-3.ann	T1	MORFOLOGIA_NEOPLASIA	1669	1676	adenoma
y	5	es-S0210-56912007000900007-3.ann	T2	MORFOLOGIA_NEOPLASIA	1526	1541	adenoma velloso
y	5	es-S0210-56912007000900007-3.ann	T20	MORFOLOGIA_NEOPLASIA	1526	1533	adenoma
y	5	es-S0211-69952011000600018-1.ann	T2	MORFOLOGIA_NEOPLASIA	2467	2476	linfoma B
y	5	es-S0211-69952011000600018-1.ann	T7	MORFOLOGIA_NEOPLASIA	2099	2102	LLP
y	5	es-S0211-69952011000600018-1.ann	T9	MORFOLOGIA_NEOPLASIA	1894	1897	LLP
y	5	es-S0211-69952011000600018-1.ann	T33	MORFOLOGIA_NEOPLASIA	2524	2531	linfoma
y	5	es-S0210-56912010000200009-1.ann	T22	MORFOLOGIA_NEOPLASIA	90	99	neoplasia
y	5	es-S0210-56912011000700007-1.ann	T12	MORFOLOGIA_NEOPLASIA	78	87	carcinoma
y	5	es-S0211-69952013000400027-1.ann	T2	MORFOLOGIA_NEOPLASIA	1761	1774	paraganglioma
y	5	es-S0211-69952013000400027-1.ann	T3	MORFOLOGIA_NEOPLASIA	1268	1281	paraganglioma
y	5	es-S0210-56912009000900008-1.ann	T18	MORFOLOGIA_NEOPLASIA	72	99	carcinoma no célula pequeña
y	5	es-S0210-56912009000900008-1.ann	T20	MORFOLOGIA_NEOPLASIA	52	61	neoplasia
y	5	es-S0210-56912009000900008-1.ann	T34	MORFOLOGIA_NEOPLASIA	218	228	metástasis
y	5	es-S0210-56912009000900008-1.ann	T36	MORFOLOGIA_NEOPLASIA	72	81	carcinoma
y	5	es-S0211-69952011000500011-2.ann	T3	MORFOLOGIA_NEOPLASIA	884	893	neoplasia
y	7	es-S0212-71992006000100005-1.ann	T30	MORFOLOGIA_NEOPLASIA	166	180	Adenocarcinoma
y	7	es-S0212-71992006000100005-1.ann	T45	MORFOLOGIA_NEOPLASIA	1576	1597	lesiones metástásicas
y	7	es-S0212-71992005001200008-1.ann	T10	MORFOLOGIA_NEOPLASIA	161	168	adenoma
y	7	es-S0212-71992006000600007-1.ann	T10	MORFOLOGIA_NEOPLASIA	671	703	macroglobulinemia de Waldenström
y	7	es-S0212-71992006000800008-1.ann	T2	MORFOLOGIA_NEOPLASIA	2229	2243	leiomiosarcoma
y	7	es-S0212-71992006000800008-1.ann	T32	MORFOLOGIA_NEOPLASIA	2148	2158	metástasis
y	7	es-S0212-16112014000300032-1.ann	T16	MORFOLOGIA_NEOPLASIA	34	40	cáncer
y	7	es-S0212-71992006000700009-1.ann	T3	MORFOLOGIA_NEOPLASIA	2236	2253	colangiocarcinoma
y	7	es-S0212-71992006000700009-1.ann	T24	MORFOLOGIA_NEOPLASIA	324	339	adenoma tubular
y	7	es-S0212-71992006000700009-1.ann	T39	MORFOLOGIA_NEOPLASIA	2379	2389	metástasis
y	7	es-S0212-71992006000700009-1.ann	T41	MORFOLOGIA_NEOPLASIA	324	331	adenoma
y	7	es-S0212-71992005000400007-1.ann	T2	MORFOLOGIA_NEOPLASIA	3904	3924	sarcoma histiocítico
y	7	es-S0212-71992005000400007-1.ann	T33	MORFOLOGIA_NEOPLASIA	3904	3911	sarcoma
y	7	es-S0212-71992005000400007-1.ann	T40	MORFOLOGIA_NEOPLASIA	2978	2991	mielofibrosis
y	7	es-S0212-71992005000400007-1.ann	T42	MORFOLOGIA_NEOPLASIA	3172	3185	mielofibrosis
y	7	es-S0212-71992007000200007-1.ann	T13	MORFOLOGIA_NEOPLASIA	139	152	LNH di tipo B
y	7	es-S0212-71992007000200007-1.ann	T21	MORFOLOGIA_NEOPLASIA	517	531	mielodisplasia
y	7	es-S0212-71992005001200010-1.ann	T2	MORFOLOGIA_NEOPLASIA	3922	3932	Linfoma NK
y	7	es-S0212-71992005001200010-1.ann	T9	MORFOLOGIA_NEOPLASIA	3553	3575	trombocitemia esencial
y	7	es-S0212-71992005001200010-1.ann	T10	MORFOLOGIA_NEOPLASIA	3001	3023	trombocitemia esencial
y	7	es-S0212-71992005001200010-1.ann	T14	MORFOLOGIA_NEOPLASIA	2520	2530	Linfoma NK
y	7	es-S0212-71992005001200010-1.ann	T17	MORFOLOGIA_NEOPLASIA	776	798	trombocitemia esencial
y	7	es-S0212-71992005001200010-1.ann	T35	MORFOLOGIA_NEOPLASIA	3375	3388	mielofibrosis
y	7	es-S0212-71992006000700008-1.ann	T1	MORFOLOGIA_NEOPLASIA	2473	2494	carcinoma epidermoide
y	7	es-S0212-71992006000700008-1.ann	T35	MORFOLOGIA_NEOPLASIA	2473	2482	carcinoma
y	7	es-S0212-71992007000600008-1.ann	T1	MORFOLOGIA_NEOPLASIA	5205	5219	adenocarcinoma
y	7	es-S0212-71992007000600008-1.ann	T2	MORFOLOGIA_NEOPLASIA	5116	5130	adenocarcinoma
y	7	es-S0212-71992007000600008-1.ann	T3	MORFOLOGIA_NEOPLASIA	4933	4947	adenocarcinoma
y	7	es-S0212-71992007000600008-1.ann	T24	MORFOLOGIA_NEOPLASIA	4933	4954	adenocarcinoma acinar
y	7	es-S0212-71992005001100007-1.ann	T1	MORFOLOGIA_NEOPLASIA	2752	2782	eucemia de células plasmáticas
y	7	es-S0212-71992005001100007-1.ann	T4	MORFOLOGIA_NEOPLASIA	2719	2735	mieloma múltiple
y	7	es-S0212-71992006000600008-1.ann	T22	MORFOLOGIA_NEOPLASIA	1513	1519	mixoma
y	7	es-S0212-71992006001000007-1.ann	T2	MORFOLOGIA_NEOPLASIA	3637	3651	adenocarcinoma
y	7	es-S0212-71992006001000007-1.ann	T3	MORFOLOGIA_NEOPLASIA	3420	3434	adenocarcinoma
y	7	es-S0212-71992006001000007-1.ann	T11	MORFOLOGIA_NEOPLASIA	2842	2856	adenocarcinoma
y	7	es-S0212-71992007000100006-1.ann	T23	MORFOLOGIA_NEOPLASIA	581	588	angioma
y	7	es-S0212-71992008000700009-1.ann	T1	MORFOLOGIA_NEOPLASIA	2494	2537	metástasis de carcinoma de células pequeñas
y	7	es-S0212-71992008000700009-1.ann	T25	MORFOLOGIA_NEOPLASIA	2494	2504	metástasis
y	7	es-S0212-71992008000700009-1.ann	T26	MORFOLOGIA_NEOPLASIA	2508	2517	carcinoma
y	7	es-S0212-71992008000700009-1.ann	T27	MORFOLOGIA_NEOPLASIA	2494	2517	metástasis de carcinoma
y	7	es-S0212-71992008000700009-1.ann	T30	MORFOLOGIA_NEOPLASIA	2373	2378	tumor
y	7	es-S0212-71992004000800009-1.ann	T1	MORFOLOGIA_NEOPLASIA	3436	3463	tumor de células germinales
y	7	es-S0212-71992004000800009-1.ann	T2	MORFOLOGIA_NEOPLASIA	3216	3223	linfoma
y	7	es-S0212-71992004000800009-1.ann	T6	MORFOLOGIA_NEOPLASIA	2510	2523	tumor maligno
y	7	es-S0212-71992004000800009-1.ann	T37	MORFOLOGIA_NEOPLASIA	2496	2506	metástasis
y	7	es-S0212-71992007000300007-1.ann	T2	MORFOLOGIA_NEOPLASIA	2039	2062	metástasis de carcinoma
y	7	es-S0212-71992007000300007-1.ann	T3	MORFOLOGIA_NEOPLASIA	1961	1989	metástasis de adenocarcinoma
y	7	es-S0212-71992007000300007-1.ann	T8	MORFOLOGIA_NEOPLASIA	1396	1405	neoplasia
y	7	es-S0212-71992007000300007-1.ann	T35	MORFOLOGIA_NEOPLASIA	1961	1971	metástasis
y	7	es-S0212-71992007000300007-1.ann	T36	MORFOLOGIA_NEOPLASIA	2039	2049	metástasis
y	7	es-S0212-71992007000300007-1.ann	T38	MORFOLOGIA_NEOPLASIA	295	304	carcinoma
y	7	es-S0212-71992007000300007-1.ann	T39	MORFOLOGIA_NEOPLASIA	2053	2062	carcinoma
y	7	es-S0212-71992005000600008-1.ann	T2	MORFOLOGIA_NEOPLASIA	2776	2783	adenoma
y	7	es-S0212-71992005000600008-1.ann	T3	MORFOLOGIA_NEOPLASIA	2640	2651	hemangiomas
y	7	es-S0212-71992005000600008-1.ann	T9	MORFOLOGIA_NEOPLASIA	1874	1888	adenocarcinoma
y	7	es-S0212-71992005000600008-1.ann	T31	MORFOLOGIA_NEOPLASIA	2699	2710	metastásica
y	7	es-S0212-71992005000600008-1.ann	T32	MORFOLOGIA_NEOPLASIA	3061	3072	metastásica
y	7	es-S0212-71992005000600008-1.ann	T33	MORFOLOGIA_NEOPLASIA	2460	2470	Metástasis
y	7	es-S0212-71992005000600008-1.ann	T37	MORFOLOGIA_NEOPLASIA	1931	1936	tumor
y	7	es-S0212-71992005000600008-1.ann	T39	MORFOLOGIA_NEOPLASIA	3206	3220	carcinomatosis
y	7	es-S0212-71992007001000008-1.ann	T1	MORFOLOGIA_NEOPLASIA	1405	1450	enfermedad de Hodgkin tipo esclerosis nodular
y	7	es-S0212-71992004001100006-1.ann	T3	MORFOLOGIA_NEOPLASIA	4294	4299	tumor
y	7	es-S0212-71992004001100006-1.ann	T5	MORFOLOGIA_NEOPLASIA	4049	4075	adenocarcinoma metastático
y	7	es-S0212-71992004001100006-1.ann	T50	MORFOLOGIA_NEOPLASIA	3354	3365	metastásica
y	11	es-S1130-01082005000500013-1.ann	T1	MORFOLOGIA_NEOPLASIA	2083	2090	tumores
y	11	es-S1130-01082005000500013-1.ann	T5	MORFOLOGIA_NEOPLASIA	1593	1601	melanoma
y	11	es-S1130-01082005000500013-1.ann	T20	MORFOLOGIA_NEOPLASIA	1558	1568	metástasis
y	11	es-S0378-48352006000400005-1.ann	T4	MORFOLOGIA_NEOPLASIA	5099	5108	carcinoma
y	11	es-S0378-48352006000400005-1.ann	T5	MORFOLOGIA_NEOPLASIA	4781	4804	metástasis de Carcinoma
y	11	es-S0378-48352006000400005-1.ann	T11	MORFOLOGIA_NEOPLASIA	3828	3833	tumor
y	11	es-S0378-48352006000400005-1.ann	T15	MORFOLOGIA_NEOPLASIA	3360	3374	leiomiosarcoma
y	11	es-S0378-48352006000400005-1.ann	T17	MORFOLOGIA_NEOPLASIA	3280	3286	cáncer
y	11	es-S0378-48352006000400005-1.ann	T18	MORFOLOGIA_NEOPLASIA	3028	3052	metástasis del carcinoma
y	11	es-S0378-48352006000400005-1.ann	T20	MORFOLOGIA_NEOPLASIA	2933	2947	leiomiosarcoma
y	11	es-S0378-48352006000400005-1.ann	T21	MORFOLOGIA_NEOPLASIA	2847	2871	metástasis del carcinoma
y	11	es-S0378-48352006000400005-1.ann	T23	MORFOLOGIA_NEOPLASIA	2374	2379	tumor
y	11	es-S0378-48352006000400005-1.ann	T25	MORFOLOGIA_NEOPLASIA	1955	1983	Carcinoma renal tipo papilar
y	11	es-S0378-48352006000400005-1.ann	T26	MORFOLOGIA_NEOPLASIA	1926	1940	Leiomiosarcoma
y	11	es-S0378-48352006000400005-1.ann	T28	MORFOLOGIA_NEOPLASIA	1901	1906	Tumor
y	11	es-S0378-48352006000400005-1.ann	T32	MORFOLOGIA_NEOPLASIA	1400	1428	carcinoma de células renales
y	11	es-S0378-48352006000400005-1.ann	T40	MORFOLOGIA_NEOPLASIA	598	603	tumor
y	11	es-S0378-48352006000400005-1.ann	T92	MORFOLOGIA_NEOPLASIA	2678	2688	metástasis
y	11	es-S0378-48352006000400005-1.ann	T93	MORFOLOGIA_NEOPLASIA	2727	2737	metástasis
y	11	es-S0378-48352006000400005-1.ann	T94	MORFOLOGIA_NEOPLASIA	2847	2857	metástasis
y	11	es-S0378-48352006000400005-1.ann	T95	MORFOLOGIA_NEOPLASIA	3028	3038	metástasis
y	11	es-S0378-48352006000400005-1.ann	T96	MORFOLOGIA_NEOPLASIA	3064	3074	metástasis
y	11	es-S0378-48352006000400005-1.ann	T97	MORFOLOGIA_NEOPLASIA	3480	3490	metástasis
y	11	es-S0378-48352006000400005-1.ann	T98	MORFOLOGIA_NEOPLASIA	4459	4469	metástasis
y	11	es-S0378-48352006000400005-1.ann	T99	MORFOLOGIA_NEOPLASIA	4550	4560	metástasis
y	11	es-S0378-48352006000400005-1.ann	T100	MORFOLOGIA_NEOPLASIA	4639	4649	metástasis
y	11	es-S0378-48352006000400005-1.ann	T101	MORFOLOGIA_NEOPLASIA	4781	4791	metástasis
y	11	es-S0378-48352006000400005-1.ann	T102	MORFOLOGIA_NEOPLASIA	5731	5741	metástasis
y	11	es-S0378-48352006000400005-1.ann	T103	MORFOLOGIA_NEOPLASIA	5770	5780	metástasis
y	11	es-S0378-48352006000400005-1.ann	T104	MORFOLOGIA_NEOPLASIA	6421	6431	metástasis
y	11	es-S0378-48352006000400005-1.ann	T110	MORFOLOGIA_NEOPLASIA	1400	1409	carcinoma
y	11	es-S0378-48352006000400005-1.ann	T111	MORFOLOGIA_NEOPLASIA	1955	1964	Carcinoma
y	11	es-S0378-48352006000400005-1.ann	T112	MORFOLOGIA_NEOPLASIA	2709	2718	carcinoma
y	11	es-S0378-48352006000400005-1.ann	T113	MORFOLOGIA_NEOPLASIA	2862	2871	carcinoma
y	11	es-S0378-48352006000400005-1.ann	T114	MORFOLOGIA_NEOPLASIA	3043	3052	carcinoma
y	11	es-S0378-48352006000400005-1.ann	T115	MORFOLOGIA_NEOPLASIA	4795	4804	Carcinoma
y	11	es-S0378-48352006000400005-1.ann	T116	MORFOLOGIA_NEOPLASIA	6785	6794	carcinoma
y	11	es-S0376-78922016000200012-1.ann	T3	MORFOLOGIA_NEOPLASIA	2995	3002	sarcoma
y	11	es-S0376-78922016000200012-1.ann	T8	MORFOLOGIA_NEOPLASIA	1040	1045	tumor
y	11	es-S0376-78922016000200012-1.ann	T9	MORFOLOGIA_NEOPLASIA	909	914	tumor
y	11	es-S0376-78922016000200012-1.ann	T10	MORFOLOGIA_NEOPLASIA	504	511	sarcoma
y	11	es-S0376-78922016000200012-1.ann	T18	MORFOLOGIA_NEOPLASIA	106	120	adenocarcinoma
y	11	es-S0376-78922016000200012-1.ann	T35	MORFOLOGIA_NEOPLASIA	3127	3134	Tumores
y	11	es-S0376-78922016000200012-1.ann	T37	MORFOLOGIA_NEOPLASIA	137	147	metástasis
y	11	es-S0378-48352004000300006-1.ann	T1	MORFOLOGIA_NEOPLASIA	1936	1941	tumor
y	11	es-S0378-48352004000300006-1.ann	T5	MORFOLOGIA_NEOPLASIA	1887	1915	melanoma maligno metastásico
y	11	es-S0378-48352004000300006-1.ann	T6	MORFOLOGIA_NEOPLASIA	1887	1895	melanoma
y	11	es-S0378-48352004000300006-1.ann	T9	MORFOLOGIA_NEOPLASIA	1721	1726	tumor
y	11	es-S0378-48352004000300006-1.ann	T11	MORFOLOGIA_NEOPLASIA	1606	1611	tumor
y	11	es-S0378-48352004000300006-1.ann	T12	MORFOLOGIA_NEOPLASIA	1436	1441	tumor
y	11	es-S0378-48352004000300006-1.ann	T17	MORFOLOGIA_NEOPLASIA	508	513	tumor
y	11	es-S0378-48352004000300006-1.ann	T31	MORFOLOGIA_NEOPLASIA	2272	2282	metástasis
y	11	es-S0378-48352004000300006-1.ann	T32	MORFOLOGIA_NEOPLASIA	2387	2397	metástasis
y	11	es-S0378-48352006000900004-1.ann	T2	MORFOLOGIA_NEOPLASIA	1540	1545	tumor
y	11	es-S0378-48352006000900004-1.ann	T6	MORFOLOGIA_NEOPLASIA	1042	1054	plasmocitoma
y	11	es-S0376-78922015000200010-1.ann	T20	MORFOLOGIA_NEOPLASIA	871	877	lipoma
y	11	es-S0378-48352006000300008-1.ann	T4	MORFOLOGIA_NEOPLASIA	937	951	adenocarcinoma
y	11	es-S0378-48352006000300008-1.ann	T7	MORFOLOGIA_NEOPLASIA	776	790	Adenocarcinoma
y	11	es-S0378-48352006000300008-1.ann	T24	MORFOLOGIA_NEOPLASIA	983	993	metástasis
y	11	es-S0378-48352005000100005-1.ann	T5	MORFOLOGIA_NEOPLASIA	897	925	carcinoma ductal infiltrante
y	11	es-S0378-48352005000100005-1.ann	T14	MORFOLOGIA_NEOPLASIA	897	913	carcinoma ductal
y	11	es-S0378-48352005000100005-1.ann	T16	MORFOLOGIA_NEOPLASIA	897	906	carcinoma
y	11	es-S0465-546X2010000200006-1.ann	T3	MORFOLOGIA_NEOPLASIA	656	669	osteocondroma
y	11	es-S1130-01082005001000011-1.ann	T2	MORFOLOGIA_NEOPLASIA	1077	1089	cistoadenoma
y	11	es-S1130-01082005001000011-1.ann	T5	MORFOLOGIA_NEOPLASIA	723	735	cistoadenoma
y	11	es-S1130-01082005001000011-1.ann	T10	MORFOLOGIA_NEOPLASIA	65	74	carcinoma
y	11	es-S0378-48352006000500005-1.ann	T4	MORFOLOGIA_NEOPLASIA	1569	1574	tumor
y	11	es-S0378-48352006000500005-1.ann	T6	MORFOLOGIA_NEOPLASIA	1303	1317	adenocarcinoma
y	11	es-S0378-48352006000500005-1.ann	T7	MORFOLOGIA_NEOPLASIA	1264	1278	adenocarcinoma
y	11	es-S0378-48352006000500005-1.ann	T9	MORFOLOGIA_NEOPLASIA	1211	1220	neoplasia
y	11	es-S0378-48352006000500005-1.ann	T13	MORFOLOGIA_NEOPLASIA	909	923	adenocarcinoma
y	11	es-S0378-48352006000500005-1.ann	T14	MORFOLOGIA_NEOPLASIA	895	923	metástasis de adenocarcinoma
y	11	es-S0378-48352006000500005-1.ann	T31	MORFOLOGIA_NEOPLASIA	1655	1662	tumores
y	11	es-S0378-48352006000500005-1.ann	T34	MORFOLOGIA_NEOPLASIA	895	905	metástasis
y	11	es-S0378-48352006000500005-1.ann	T35	MORFOLOGIA_NEOPLASIA	1150	1160	metástasis
y	11	es-S0378-48352005000100005-2.ann	T3	MORFOLOGIA_NEOPLASIA	77	105	carcinoma ductal infiltrante
y	11	es-S0378-48352005000100005-2.ann	T7	MORFOLOGIA_NEOPLASIA	77	93	carcinoma ductal
y	11	es-S0378-48352005000100005-2.ann	T9	MORFOLOGIA_NEOPLASIA	77	86	carcinoma
y	11	es-S0378-48352006000900006-1.ann	T6	MORFOLOGIA_NEOPLASIA	2346	2355	carcinoma
y	11	es-S0378-48352006000900006-1.ann	T8	MORFOLOGIA_NEOPLASIA	1489	1509	carcinoma anaplásico
y	11	es-S0378-48352006000900006-1.ann	T34	MORFOLOGIA_NEOPLASIA	2799	2809	metástasis
y	11	es-S0378-48352006000900006-1.ann	T36	MORFOLOGIA_NEOPLASIA	1489	1498	carcinoma
y	11	es-S0376-78922014000100013-1.ann	T1	MORFOLOGIA_NEOPLASIA	2080	2093	condrosarcoma
y	11	es-S0376-78922014000100013-1.ann	T5	MORFOLOGIA_NEOPLASIA	1011	1016	tumor
y	11	es-S0376-78922014000100013-1.ann	T6	MORFOLOGIA_NEOPLASIA	977	982	tumor
y	11	es-S0376-78922014000100013-1.ann	T8	MORFOLOGIA_NEOPLASIA	733	746	condrosarcoma
y	11	es-S0378-48352004000200007-1.ann	T8	MORFOLOGIA_NEOPLASIA	1530	1542	osteosarcoma
y	11	es-S0378-48352004000200007-1.ann	T10	MORFOLOGIA_NEOPLASIA	1318	1327	neoplasia
y	11	es-S0378-48352004000200007-1.ann	T11	MORFOLOGIA_NEOPLASIA	698	703	Tumor
y	11	es-S0378-48352004000200007-1.ann	T16	MORFOLOGIA_NEOPLASIA	603	615	osteosarcoma
y	11	es-S0378-48352004000200007-1.ann	T18	MORFOLOGIA_NEOPLASIA	472	481	menigioma
y	11	es-S0378-48352004000200007-1.ann	T40	MORFOLOGIA_NEOPLASIA	1137	1148	metastásica
y	11	es-S0378-48352004000200007-1.ann	T41	MORFOLOGIA_NEOPLASIA	2827	2837	metástasis
y	11	es-S0378-48352004001000003-1.ann	T27	MORFOLOGIA_NEOPLASIA	45	59	adenocarcinoma
y	11	es-S0378-48352004001000003-1.ann	T37	MORFOLOGIA_NEOPLASIA	87	97	metástasis
y	11	es-S0378-48352006000300005-1.ann	T2	MORFOLOGIA_NEOPLASIA	2334	2341	linfoma
y	11	es-S0378-48352006000300005-1.ann	T3	MORFOLOGIA_NEOPLASIA	2303	2310	linfoma
y	11	es-S0378-48352006000300005-1.ann	T12	MORFOLOGIA_NEOPLASIA	1554	1559	LLBCP
y	11	es-S0378-48352006000300005-1.ann	T13	MORFOLOGIA_NEOPLASIA	1511	1552	Linfoma linfocítico B de células pequeñas
y	11	es-S0378-48352006000300005-1.ann	T15	MORFOLOGIA_NEOPLASIA	1432	1435	LNH
y	11	es-S0378-48352006000300005-1.ann	T16	MORFOLOGIA_NEOPLASIA	1412	1430	linfoma no Hodgkin
y	11	es-S1130-01082005001000014-1.ann	T26	MORFOLOGIA_NEOPLASIA	137	151	adenocarcinoma
y	11	es-S0376-78922014000200011-1.ann	T8	MORFOLOGIA_NEOPLASIA	1401	1412	liposarcoma
y	11	es-S0376-78922014000200011-1.ann	T9	MORFOLOGIA_NEOPLASIA	1347	1353	lipoma
y	11	es-S0378-48352005000900005-1.ann	T7	MORFOLOGIA_NEOPLASIA	805	814	neoplasia
y	11	es-S0378-48352005000900005-1.ann	T8	MORFOLOGIA_NEOPLASIA	665	717	adenocarcinoma difuso con células en anillo de sello
y	11	es-S0378-48352005000900005-1.ann	T12	MORFOLOGIA_NEOPLASIA	272	277	tumor
y	11	es-S0378-48352005000900005-1.ann	T14	MORFOLOGIA_NEOPLASIA	118	150	carcinoma lobulillar infiltrante
y	11	es-S0378-48352005000900005-1.ann	T20	MORFOLOGIA_NEOPLASIA	1185	1195	metástasis
y	11	es-S0378-48352005000900005-1.ann	T22	MORFOLOGIA_NEOPLASIA	118	127	carcinoma
y	11	es-S0378-48352005000900005-1.ann	T23	MORFOLOGIA_NEOPLASIA	175	180	tumor
y	11	es-S0378-48352006000600006-1.ann	T3	MORFOLOGIA_NEOPLASIA	4901	4906	tumor
y	11	es-S0378-48352006000600006-1.ann	T10	MORFOLOGIA_NEOPLASIA	2718	2723	tumor
y	11	es-S0378-48352006000600006-1.ann	T13	MORFOLOGIA_NEOPLASIA	2080	2108	carcinoma de células renales
y	11	es-S0378-48352006000600006-1.ann	T14	MORFOLOGIA_NEOPLASIA	1921	1944	metástasis de Carcinoma
y	11	es-S0378-48352006000600006-1.ann	T15	MORFOLOGIA_NEOPLASIA	1877	1904	carcinoma de células claras
y	11	es-S0378-48352006000600006-1.ann	T20	MORFOLOGIA_NEOPLASIA	1401	1413	hipernefroma
y	11	es-S0378-48352006000600006-1.ann	T22	MORFOLOGIA_NEOPLASIA	1257	1266	neoplasia
y	11	es-S0378-48352006000600006-1.ann	T27	MORFOLOGIA_NEOPLASIA	397	411	Adenocarcinoma
y	11	es-S0378-48352006000600006-1.ann	T54	MORFOLOGIA_NEOPLASIA	1921	1931	metástasis
